79|97
51|89
51|74
74|65
74|63
74|53
41|94
41|54
41|55
41|26
95|51
95|23
95|54
95|33
95|86
55|78
55|94
55|68
55|74
55|87
55|44
94|89
94|65
94|16
94|23
94|33
94|83
94|46
68|75
68|74
68|33
68|97
68|23
68|19
68|86
68|47
63|64
63|26
63|44
63|47
63|72
63|94
63|78
63|62
63|25
47|96
47|51
47|52
47|46
47|23
47|45
47|33
47|11
47|58
47|88
45|11
45|26
45|54
45|86
45|96
45|65
45|35
45|23
45|88
45|32
45|89
54|31
54|23
54|19
54|75
54|71
54|28
54|98
54|14
54|88
54|87
54|62
54|69
31|37
31|72
31|78
31|41
31|55
31|47
31|68
31|16
31|73
31|44
31|81
31|79
31|25
64|65
64|45
64|83
64|68
64|94
64|55
64|26
64|89
64|47
64|78
64|72
64|95
64|41
64|97
11|63
11|28
11|81
11|53
11|25
11|79
11|58
11|31
11|98
11|55
11|14
11|62
11|32
11|88
11|69
19|64
19|83
19|95
19|88
19|79
19|52
19|55
19|31
19|72
19|63
19|73
19|41
19|58
19|37
19|94
19|28
15|71
15|46
15|98
15|11
15|86
15|54
15|88
15|74
15|51
15|23
15|33
15|35
15|96
15|45
15|65
15|47
15|19
53|64
53|86
53|83
53|72
53|62
53|25
53|45
53|37
53|95
53|73
53|44
53|41
53|16
53|81
53|94
53|63
53|15
53|55
35|54
35|37
35|75
35|11
35|46
35|88
35|97
35|87
35|53
35|96
35|31
35|71
35|19
35|23
35|81
35|28
35|63
35|25
35|14
14|25
14|32
14|83
14|72
14|81
14|73
14|63
14|78
14|64
14|44
14|28
14|31
14|69
14|94
14|95
14|41
14|62
14|55
14|37
14|79
23|75
23|37
23|25
23|64
23|87
23|52
23|98
23|63
23|31
23|88
23|32
23|62
23|11
23|81
23|19
23|73
23|28
23|96
23|46
23|41
23|69
44|89
44|23
44|45
44|97
44|26
44|33
44|75
44|54
44|19
44|65
44|86
44|96
44|15
44|16
44|47
44|35
44|51
44|46
44|11
44|74
44|71
44|68
26|11
26|31
26|75
26|32
26|19
26|89
26|23
26|58
26|88
26|54
26|53
26|98
26|74
26|52
26|46
26|65
26|71
26|69
26|97
26|35
26|33
26|96
26|87
98|62
98|41
98|31
98|72
98|78
98|68
98|81
98|37
98|79
98|25
98|88
98|44
98|32
98|95
98|52
98|63
98|53
98|64
98|28
98|73
98|83
98|55
98|94
98|69
73|44
73|72
73|54
73|86
73|15
73|78
73|35
73|55
73|33
73|74
73|45
73|83
73|64
73|89
73|47
73|95
73|65
73|51
73|79
73|94
73|26
73|16
73|68
73|41
81|73
81|83
81|78
81|45
81|15
81|72
81|26
81|65
81|86
81|94
